sample_id,species_true,n_rows,n_correct,n_incorrect,incorrect_rate,most_common_wrong_pred,n_incorrect_to_most_common,mean_conf_to_most_common,mean_conf_overall,err_by_shot_1,err_by_shot_3,err_by_shot_5,err_by_shot_10,err_by_shot_25,sex,life_stage,attached,dorsal_image_path,ventral_image_path
119-01,Dermacentor variabilis,482,475,7,0.014522821576763486,Haemaphysalis longicornis,3,0.25,0.5782333769083683,0.07,0.0,0.0,0.0,0.0,Male,,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/119-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/119-01-02.jpg"
120-01,Ixodes scapularis,466,448,18,0.03862660944206009,Dermacentor variabilis,16,0.2504225284253088,0.6107746705118635,0.1717171717171717,0.010309278350515464,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/120-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/120-01-02.jpg"
123-01,Dermacentor variabilis,484,478,6,0.012396694214876033,Haemaphysalis longicornis,5,0.25,0.6150335170552415,0.06,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/123-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/123-01-02.jpg"
124-01,Ixodes scapularis,469,456,13,0.02771855010660981,Amblyomma americanum,6,0.27762434519529056,0.5418266823746205,0.11224489795918367,0.02040816326530612,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/124-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/124-01-02.jpg"
125-01,Ixodes scapularis,473,453,20,0.042283298097251586,Haemaphysalis longicornis,10,0.304146773628454,0.5240285624001378,0.0707070707070707,0.10101010101010101,0.031578947368421054,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/125-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/125-01-02.jpg"
126-01,Dermacentor variabilis,481,426,55,0.11434511434511435,Amblyomma americanum,35,0.34050582926361256,0.4371135960539102,0.13,0.1836734693877551,0.18947368421052632,0.0625,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/126-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/126-01-02.jpg"
128-01,Dermacentor variabilis,492,485,7,0.014227642276422764,Amblyomma americanum,4,0.27686616428236555,0.6480769103686513,0.06060606060606061,0.01,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/128-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/128-01-02.jpg"
129-01,Dermacentor variabilis,491,484,7,0.014256619144602852,Haemaphysalis longicornis,4,0.25,0.609520963732166,0.07,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/129-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/129-01-02.jpg"
131-01,Dermacentor variabilis,490,481,9,0.018367346938775512,Amblyomma americanum,6,0.29316601748565657,0.5703323166268182,0.06,0.020202020202020204,0.010101010101010102,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/131-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/131-01-02.jpg"
132-01,Dermacentor variabilis,484,425,59,0.12190082644628099,Amblyomma americanum,49,0.3691925428928024,0.4481860471373407,0.17,0.13131313131313133,0.1326530612244898,0.13541666666666666,0.03296703296703297,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/132-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/132-01-02.jpg"
133-02,Dermacentor variabilis,488,354,134,0.27459016393442626,Haemaphysalis longicornis,52,0.3255865165550915,0.3965202161640528,0.25,0.40404040404040403,0.3939393939393939,0.2857142857142857,0.021739130434782608,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/133-02-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/133-02-02.jpg"
135-01,Dermacentor variabilis,488,438,50,0.10245901639344263,Ixodes scapularis,27,0.30687330619669856,0.42339101175221217,0.18,0.16,0.1,0.06315789473684211,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/135-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/135-01-02.jpg"
137-01,Dermacentor variabilis,477,454,23,0.04821802935010482,Ixodes scapularis,14,0.29032544721776476,0.47336371152144235,0.13131313131313133,0.06060606060606061,0.03125,0.010309278350515464,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/137-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/137-01-02.jpg"
138-01,Dermacentor variabilis,488,481,7,0.014344262295081968,Haemaphysalis longicornis,3,0.2505800887623371,0.5860874842214557,0.0707070707070707,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/138-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/138-01-02.jpg"
139-01,Amblyomma americanum,451,277,174,0.3858093126385809,Haemaphysalis longicornis,172,0.42250481957331265,0.4447089260682796,0.45454545454545453,0.4489795918367347,0.3225806451612903,0.41935483870967744,0.23529411764705882,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/139-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/139-01-02.jpg"
140-01,Dermacentor variabilis,488,482,6,0.012295081967213115,Amblyomma americanum,2,0.25,0.6122134603189595,0.06,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/140-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/140-01-02.jpg"
141-01,Dermacentor variabilis,489,486,3,0.006134969325153374,Haemaphysalis longicornis,2,0.25,0.6603480727744256,0.03,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/141-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/141-01-02.jpg"
142-01,Dermacentor variabilis,484,478,6,0.012396694214876033,Amblyomma americanum,3,0.2538698443681185,0.6067509859738609,0.06060606060606061,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/142-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/142-01-02.jpg"
143-01,Amblyomma americanum,460,404,56,0.12173913043478261,Haemaphysalis longicornis,33,0.30554532959656433,0.5356537769209414,0.4,0.10204081632653061,0.06382978723404255,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/143-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/143-01-02.jpg"
144-01,Dermacentor variabilis,489,459,30,0.06134969325153374,Amblyomma americanum,15,0.29284181477686283,0.48214653546593583,0.1414141414141414,0.10101010101010101,0.04040404040404041,0.020618556701030927,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/144-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/144-01-02.jpg"
145-01,Dermacentor variabilis,486,481,5,0.0102880658436214,Haemaphysalis longicornis,3,0.25,0.6453894979884975,0.05,0.0,0.0,0.0,0.0,,,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/145-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/145-01-02.jpg"
146-01,Dermacentor variabilis,489,484,5,0.010224948875255624,Haemaphysalis longicornis,2,0.25,0.6394166381103183,0.05,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/146-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/146-01-02.jpg"
147-01,Dermacentor variabilis,491,485,6,0.012219959266802444,Amblyomma americanum,3,0.281014909600684,0.6417361786948724,0.05,0.01020408163265306,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/147-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/147-01-02.jpg"
148-01,Dermacentor variabilis,491,487,4,0.008146639511201629,Haemaphysalis longicornis,2,0.25,0.6631088314941287,0.04,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/148-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/148-01-02.jpg"
149-01,Dermacentor variabilis,493,17,476,0.9655172413793104,Haemaphysalis longicornis,288,0.3923106999277768,0.37088606308517735,0.898989898989899,0.95,0.98989898989899,0.9897959183673469,1.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/149-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/149-01-02.jpg"
150-01,Amblyomma americanum,447,410,37,0.08277404921700224,Haemaphysalis longicornis,31,0.2902619082413068,0.5346838056033788,0.26,0.09278350515463918,0.021505376344086023,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/150-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/150-01-02.jpg"
152-01,Dermacentor variabilis,491,487,4,0.008146639511201629,Haemaphysalis longicornis,3,0.25,0.6479407762687309,0.04,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/152-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/152-01-02.jpg"
154-01,Dermacentor variabilis,485,475,10,0.020618556701030927,Haemaphysalis longicornis,8,0.2651073428215478,0.5512033367825422,0.08,0.01,0.01020408163265306,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/154-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/154-01-02.jpg"
155-01,Ixodes scapularis,478,411,67,0.1401673640167364,Amblyomma americanum,50,0.3404849476362496,0.45735524012642065,0.07,0.32323232323232326,0.1958762886597938,0.09473684210526316,0.0,,Nymph,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/155-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/155-01-02.jpg"
156-01,Ixodes scapularis,467,429,38,0.08137044967880086,Haemaphysalis longicornis,16,0.32654886026175634,0.511149833978681,0.18181818181818182,0.1326530612244898,0.07291666666666667,0.0,0.0,,Nymph,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/156-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/156-01-02.jpg"
157-01,Ixodes scapularis,474,462,12,0.02531645569620253,Dermacentor variabilis,10,0.25,0.6108946814224795,0.11224489795918367,0.01020408163265306,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/157-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/157-01-02.jpg"
158-01,Dermacentor variabilis,487,481,6,0.012320328542094456,Haemaphysalis longicornis,3,0.25,0.5781496876484471,0.05,0.010101010101010102,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/158-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/158-01-02.jpg"
159-01,Dermacentor variabilis,487,481,6,0.012320328542094456,Amblyomma americanum,3,0.2923002959020374,0.654463980004854,0.05,0.01,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/159-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/159-01-02.jpg"
162-01,Dermacentor variabilis,485,479,6,0.012371134020618556,Haemaphysalis longicornis,3,0.25,0.6493497899978662,0.06,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/162-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/162-01-02.jpg"
164-01,Dermacentor variabilis,487,479,8,0.01642710472279261,Haemaphysalis longicornis,4,0.2735029297457144,0.5919865044846491,0.07,0.01020408163265306,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/164-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/164-01-02.jpg"
166-01,Dermacentor variabilis,483,479,4,0.008281573498964804,Amblyomma americanum,2,0.31733759753408797,0.6559804406213157,0.03,0.010309278350515464,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/166-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/166-01-02.jpg"
166-02,Dermacentor variabilis,481,474,7,0.014553014553014554,Ixodes scapularis,3,0.25180748518095897,0.5919091562642514,0.050505050505050504,0.02040816326530612,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/166-02-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/166-02-02.jpg"
167-01,Dermacentor variabilis,490,450,40,0.08163265306122448,Amblyomma americanum,25,0.31740927286572856,0.49134148954749546,0.1,0.1414141414141414,0.11224489795918367,0.05263157894736842,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/167-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/167-01-02.jpg"
169-01,Dermacentor variabilis,486,483,3,0.006172839506172839,Amblyomma americanum,1,0.25,0.6586293841441704,0.030303030303030304,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/169-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/169-01-02.jpg"
171-01,Dermacentor variabilis,490,486,4,0.00816326530612245,Amblyomma americanum,2,0.25,0.6563489107681122,0.04040404040404041,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/171-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy copy/171-01-02.jpg"
