sample_id,species_true,n_rows,n_correct,n_incorrect,incorrect_rate,most_common_wrong_pred,n_incorrect_to_most_common,mean_conf_to_most_common,mean_conf_overall,err_by_shot_1,err_by_shot_3,err_by_shot_5,err_by_shot_10,err_by_shot_25,sex,life_stage,attached,dorsal_image_path,ventral_image_path
120-01,Ixodes scapularis,469,448,21,0.04477611940298507,Dermacentor variabilis,17,0.3333333333333333,0.6804651823980248,0.21,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/120-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/120-01-02.jpg"
123-01,Dermacentor variabilis,484,478,6,0.012396694214876033,Amblyomma americanum,4,0.3333333333333333,0.6776102283067761,0.06,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/123-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/123-01-02.jpg"
124-01,Ixodes scapularis,473,447,26,0.05496828752642706,Amblyomma americanum,22,0.39208971014753663,0.6187110673350756,0.15151515151515152,0.09090909090909091,0.021505376344086023,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/124-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/124-01-02.jpg"
125-01,Ixodes scapularis,476,447,29,0.06092436974789916,Amblyomma americanum,26,0.42485143777126755,0.5990995595630563,0.09,0.16326530612244897,0.042105263157894736,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/125-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/125-01-02.jpg"
126-01,Dermacentor variabilis,486,397,89,0.1831275720164609,Amblyomma americanum,81,0.4435604968899972,0.5211415650696265,0.23,0.24242424242424243,0.26262626262626265,0.14583333333333334,0.021739130434782608,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/126-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/126-01-02.jpg"
128-01,Dermacentor variabilis,487,478,9,0.018480492813141684,Amblyomma americanum,7,0.3333333333333333,0.7098548335465833,0.09,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/128-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/128-01-02.jpg"
129-01,Dermacentor variabilis,485,479,6,0.012371134020618556,Amblyomma americanum,3,0.3576077065511433,0.6699621210078509,0.05,0.010309278350515464,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/129-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/129-01-02.jpg"
131-01,Dermacentor variabilis,487,472,15,0.030800821355236138,Amblyomma americanum,13,0.3333333333333333,0.6469476792247852,0.15,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/131-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/131-01-02.jpg"
132-01,Dermacentor variabilis,484,408,76,0.15702479338842976,Amblyomma americanum,74,0.4444988952671291,0.5363272396690381,0.24,0.1717171717171717,0.23958333333333334,0.1134020618556701,0.010869565217391304,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/132-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/132-01-02.jpg"
133-02,Dermacentor variabilis,479,317,162,0.33820459290187893,Amblyomma americanum,107,0.4359141978946154,0.4820083516879084,0.25252525252525254,0.5353535353535354,0.5263157894736842,0.2916666666666667,0.06666666666666667,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/133-02-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/133-02-02.jpg"
135-01,Dermacentor variabilis,486,434,52,0.10699588477366255,Ixodes scapularis,38,0.4050471130000849,0.5049278188723604,0.11,0.15463917525773196,0.19,0.061224489795918366,0.01098901098901099,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/135-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/135-01-02.jpg"
137-01,Dermacentor variabilis,487,462,25,0.0513347022587269,Amblyomma americanum,14,0.358970397515352,0.5433219216921001,0.16,0.030303030303030304,0.05102040816326531,0.010309278350515464,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/137-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/137-01-02.jpg"
138-01,Dermacentor variabilis,481,471,10,0.02079002079002079,Amblyomma americanum,8,0.3423856194622359,0.6559108316105476,0.09,0.010101010101010102,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/138-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/138-01-02.jpg"
139-01,Amblyomma americanum,445,428,17,0.038202247191011236,Dermacentor variabilis,10,0.3333333333333333,0.6330023335182603,0.14,0.020202020202020204,0.010869565217391304,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/139-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/139-01-02.jpg"
140-01,Dermacentor variabilis,488,483,5,0.010245901639344262,Ixodes scapularis,3,0.3333333333333333,0.6745437356689471,0.05,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/140-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/140-01-02.jpg"
141-01,Dermacentor variabilis,486,478,8,0.01646090534979424,Amblyomma americanum,8,0.3333333333333333,0.7290027915427376,0.08,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/141-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/141-01-02.jpg"
142-01,Dermacentor variabilis,475,464,11,0.023157894736842106,Amblyomma americanum,11,0.3333333333333333,0.6745261981184313,0.11,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/142-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/142-01-02.jpg"
143-01,Amblyomma americanum,445,420,25,0.056179775280898875,Dermacentor variabilis,23,0.33556811808084613,0.6592328984543033,0.23232323232323232,0.010638297872340425,0.010309278350515464,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/143-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/143-01-02.jpg"
144-01,Dermacentor variabilis,487,449,38,0.07802874743326489,Amblyomma americanum,32,0.4108217901313557,0.5631606726383364,0.1919191919191919,0.09090909090909091,0.06060606060606061,0.04081632653061224,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/144-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/144-01-02.jpg"
145-01,Dermacentor variabilis,480,475,5,0.010416666666666666,Amblyomma americanum,5,0.3333333333333333,0.7101931470363475,0.05,0.0,0.0,0.0,0.0,,,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/145-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/145-01-02.jpg"
146-01,Dermacentor variabilis,490,481,9,0.018367346938775512,Amblyomma americanum,8,0.3333333333333333,0.7138106191372214,0.09,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/146-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/146-01-02.jpg"
147-01,Dermacentor variabilis,484,476,8,0.01652892561983471,Amblyomma americanum,5,0.3333333333333333,0.7073511298996465,0.08,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/147-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/147-01-02.jpg"
148-01,Dermacentor variabilis,488,481,7,0.014344262295081968,Amblyomma americanum,7,0.3333333333333333,0.7335809758332309,0.0707070707070707,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/148-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/148-01-02.jpg"
150-01,Amblyomma americanum,451,436,15,0.03325942350332594,Dermacentor variabilis,11,0.3333333333333333,0.6801927072763527,0.15151515151515152,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/150-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/150-01-02.jpg"
152-01,Dermacentor variabilis,489,483,6,0.012269938650306749,Amblyomma americanum,5,0.3333333333333333,0.7189050650430927,0.06,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/152-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/152-01-02.jpg"
154-01,Dermacentor variabilis,488,478,10,0.020491803278688523,Amblyomma americanum,8,0.34382451075358167,0.6347122601186275,0.09090909090909091,0.01020408163265306,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/154-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/154-01-02.jpg"
155-01,Ixodes scapularis,471,391,80,0.16985138004246284,Amblyomma americanum,78,0.45766869452180003,0.5422496368004768,0.13,0.38144329896907214,0.2653061224489796,0.0425531914893617,0.0,,Nymph,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/155-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/155-01-02.jpg"
156-01,Ixodes scapularis,464,423,41,0.08836206896551724,Amblyomma americanum,23,0.4038728192647132,0.5973210832789813,0.25252525252525254,0.1134020618556701,0.052083333333333336,0.0,0.0,,Nymph,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/156-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/156-01-02.jpg"
157-01,Ixodes scapularis,465,446,19,0.04086021505376344,Dermacentor variabilis,13,0.3333333333333333,0.6810155719349952,0.18,0.01020408163265306,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/157-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/157-01-02.jpg"
158-01,Dermacentor variabilis,488,483,5,0.010245901639344262,Amblyomma americanum,3,0.3653625634106656,0.6449964709903898,0.04,0.010101010101010102,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/158-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/158-01-02.jpg"
159-01,Dermacentor variabilis,488,478,10,0.020491803278688523,Amblyomma americanum,9,0.3333333333333333,0.7265773901615197,0.10101010101010101,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/159-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/159-01-02.jpg"
162-01,Dermacentor variabilis,482,475,7,0.014522821576763486,Amblyomma americanum,6,0.3333333333333333,0.7211998673059757,0.0707070707070707,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/162-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/162-01-02.jpg"
164-01,Dermacentor variabilis,488,476,12,0.02459016393442623,Amblyomma americanum,12,0.3333333333333333,0.667166153478615,0.12,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/164-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/164-01-02.jpg"
166-01,Dermacentor variabilis,478,470,8,0.016736401673640166,Amblyomma americanum,6,0.3333333333333333,0.7215836541787054,0.08,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/166-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/166-01-02.jpg"
166-02,Dermacentor variabilis,484,477,7,0.014462809917355372,Amblyomma americanum,4,0.3333333333333333,0.6711281824817665,0.07142857142857142,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/166-02-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/166-02-02.jpg"
167-01,Dermacentor variabilis,485,417,68,0.1402061855670103,Amblyomma americanum,56,0.43543663595263077,0.5614692110767844,0.15,0.25510204081632654,0.1836734693877551,0.10204081632653061,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/167-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/167-01-02.jpg"
169-01,Dermacentor variabilis,480,474,6,0.0125,Amblyomma americanum,6,0.3333333333333333,0.7227330149445415,0.06060606060606061,0.0,0.0,0.0,0.0,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/169-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/169-01-02.jpg"
171-01,Dermacentor variabilis,496,487,9,0.018145161290322582,Amblyomma americanum,7,0.3333333333333333,0.7292679204495675,0.09,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/171-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/171-01-02.jpg"
172-01,Dermacentor variabilis,491,63,428,0.8716904276985743,Amblyomma americanum,353,0.5223649205457374,0.4916403419926183,0.71,0.88,0.9081632653061225,0.9278350515463918,0.9375,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/172-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/172-01-02.jpg"
174-01,Dermacentor variabilis,489,484,5,0.010224948875255624,Amblyomma americanum,3,0.3333333333333333,0.7178970354647319,0.05,0.0,0.0,0.0,0.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/174-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/174-01-02.jpg"
176-01,Dermacentor variabilis,488,431,57,0.1168032786885246,Amblyomma americanum,49,0.41516601172638273,0.5114578146467336,0.15,0.20408163265306123,0.12244897959183673,0.09183673469387756,0.010638297872340425,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/176-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/176-01-02.jpg"
