sample_id,species_true,n_rows,n_correct,n_incorrect,incorrect_rate,most_common_wrong_pred,n_incorrect_to_most_common,mean_conf_to_most_common,mean_conf_overall,err_by_shot_1,err_by_shot_3,err_by_shot_5,err_by_shot_10,err_by_shot_20,sex,life_stage,attached,dorsal_image_path,ventral_image_path
T7843,Dermacentor variabilis,490,8,482,0.9836734693877551,Haemaphysalis leporispalustris,203,0.23378357991762536,0.24356616940082232,0.99,0.9494949494949495,0.99,0.9897959183673469,1.0,,Nymph,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T7843-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T7843-02.jpg
T19731,Dermacentor variabilis,490,10,480,0.9795918367346939,Haemaphysalis longicornis,305,0.3812229345987194,0.308426389302784,0.99,0.9494949494949495,0.9795918367346939,0.9795918367346939,1.0,,Nymph,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19731-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19731-02.jpg
T19644,Ixodes cookei,421,10,411,0.9762470308788599,Haemaphysalis leporispalustris,329,0.41299158365701005,0.35969525530137564,0.9368421052631579,0.9574468085106383,1.0,1.0,1.0,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19644-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19644-02.jpg
T14497,Dermacentor variabilis,495,12,483,0.9757575757575757,Haemaphysalis leporispalustris,209,0.2454197514818571,0.24627824879464003,0.99,0.95,0.99,0.9797979797979798,0.96875,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14497-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14497-02.jpg
T19730,Dermacentor variabilis,477,12,465,0.9748427672955975,Haemaphysalis longicornis,230,0.3197639202491531,0.277385736923187,0.97,0.9381443298969072,0.9791666666666666,0.9893617021276596,1.0,,Nymph,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19730-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19730-02.jpg
ZOE-0021-03,Dermacentor variabilis,488,14,474,0.9713114754098361,Amblyomma americanum,272,0.28463461933876977,0.23793186590681445,0.95,0.9393939393939394,0.9696969696969697,1.0,1.0,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0021-03-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0021-03-02.jpg
563-01,Haemaphysalis longicornis,420,30,390,0.9285714285714286,Ixodes cookei,206,0.23331171555591917,0.21501040483219241,0.9090909090909091,0.8541666666666666,0.9310344827586207,0.9876543209876543,1.0,Female,Adult,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/563-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/563-01-02.jpg
ZOE-0096-01,Dermacentor variabilis,489,35,454,0.9284253578732107,Haemaphysalis longicornis,184,0.2619841523984477,0.23880540422250318,0.88,0.89,0.95,0.9489795918367347,0.978021978021978,Female,Adult,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0096-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0096-01-02.jpg
202-01,Dermacentor variabilis,486,35,451,0.9279835390946503,Ixodes scapularis,248,0.28301992392403175,0.24586694899883815,0.8469387755102041,0.9595959595959596,0.9484536082474226,0.9072164948453608,0.9789473684210527,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/202-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/202-01-02.jpg
ZOE-0045-01,Amblyomma maculatum,354,28,326,0.9209039548022598,Amblyomma americanum,103,0.24329745990312782,0.19729970952401563,0.7142857142857143,1.0,1.0,1.0,1.0,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0045-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0045-01-02.jpg
218-01,Dermacentor variabilis,492,39,453,0.9207317073170732,Amblyomma americanum,250,0.27723302592156174,0.23255608519900922,0.8,0.91,0.9595959595959596,0.95,0.989247311827957,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/218-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/218-01-02.jpg
562-01,Ixodes cookei,416,37,379,0.9110576923076923,Amblyomma americanum,227,0.27524039448917764,0.23205290764115508,0.7777777777777778,0.9565217391304348,0.8941176470588236,0.9753086419753086,1.0,,Nymph,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/562-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/562-01-02.jpg
T20092,Ixodes cookei,424,39,385,0.9080188679245284,Ixodes dentatus,364,0.4505336609673883,0.41374924626838494,0.826530612244898,0.8804347826086957,0.9080459770114943,0.9647058823529412,1.0,,Larva,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T20092-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T20092-02.jpg
172-01,Dermacentor variabilis,488,45,443,0.9077868852459017,Amblyomma americanum,138,0.2596113760589355,0.22074029631221323,0.8775510204081632,0.898989898989899,0.9285714285714286,0.9157894736842105,0.9183673469387755,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/172-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/172-01-02.jpg
261-01,Dermacentor variabilis,483,48,435,0.9006211180124224,Ixodes scapularis,152,0.2551913114075157,0.23039523176781151,0.826530612244898,0.8762886597938144,0.9473684210526315,0.8969072164948454,0.9583333333333334,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/261-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/261-01-02.jpg
324-01,Dermacentor variabilis,489,50,439,0.8977505112474438,Amblyomma americanum,252,0.2743276628478449,0.2346993101932539,0.69,0.9387755102040817,0.9484536082474226,0.9591836734693877,0.9583333333333334,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/324-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/324-01-02.jpg
T19643,Ixodes cookei,418,43,375,0.8971291866028708,Amblyomma americanum,211,0.2826202312267347,0.23266089206896773,0.7878787878787878,0.925531914893617,0.8604651162790697,0.9746835443037974,0.9833333333333333,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19643-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19643-02.jpg
296-01,Ixodes scapularis,478,51,427,0.893305439330544,Amblyomma americanum,286,0.3039455715526271,0.2541447633965844,0.82,0.845360824742268,0.8556701030927835,0.9894736842105263,0.9662921348314607,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/296-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/296-01-02.jpg
215-01,Dermacentor variabilis,486,53,433,0.8909465020576132,Amblyomma americanum,263,0.28327370305876415,0.23899236476454497,0.68,0.9090909090909091,0.9387755102040817,0.9574468085106383,0.9789473684210527,Male,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/215-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/215-01-02.jpg
T14748a,Ixodes cookei,416,52,364,0.875,Ixodes dentatus,361,0.3167153826839998,0.30536169419613496,0.8181818181818182,0.8404255319148937,0.8390804597701149,0.9512195121951219,0.9814814814814815,,Larva,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14748a-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14748a-02.jpg
428-01,Amblyomma americanum,467,61,406,0.8693790149892934,Dermacentor variabilis,124,0.22994444353809132,0.21603634134306302,0.9393939393939394,0.8877551020408163,0.8936170212765957,0.8191489361702128,0.7926829268292683,,Nymph,"Yes, less than 24 hours",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/428-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/428-01-02.jpg
ZOE-0016-02,Dermacentor variabilis,487,67,420,0.8624229979466119,Ixodes cookei,168,0.22259701270861176,0.2121452421634412,0.77,0.8854166666666666,0.8888888888888888,0.8775510204081632,0.8936170212765957,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0016-02-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0016-02-02.jpg
561-01,Ixodes scapularis,486,67,419,0.8621399176954733,Amblyomma americanum,258,0.28560279496171886,0.24257088620158995,0.8585858585858586,0.7878787878787878,0.8350515463917526,0.8645833333333334,0.968421052631579,,Larva,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/561-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/561-01-02.jpg
T4793,Amblyomma americanum,466,65,401,0.8605150214592274,Haemaphysalis leporispalustris,336,0.39623016725534166,0.35385753981026985,0.8888888888888888,0.8673469387755102,0.8020833333333334,0.8297872340425532,0.9240506329113924,,Larva,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4793-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4793-02.jpg
T10136,Haemaphysalis leporispalustris,442,65,377,0.8529411764705882,Haemaphysalis longicornis,221,0.20602726676822003,0.22636317701221167,0.75,0.7777777777777778,0.8709677419354839,0.9325842696629213,1.0,Male,Adult,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T10136-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T10136-02.jpg
T18823,Ixodes cookei,421,62,359,0.8527315914489311,Haemaphysalis leporispalustris,266,0.2787099787762427,0.2585726087741585,0.8526315789473684,0.9157894736842105,0.8172043010752689,0.8554216867469879,0.8,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T18823-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T18823-02.jpg
T14748,Ixodes cookei,422,63,359,0.8507109004739336,Ixodes dentatus,347,0.3950021314949732,0.3634185381263744,0.7789473684210526,0.7526881720430108,0.8333333333333334,0.961038961038961,0.9850746268656716,,Larva,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14748-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14748-02.jpg
ZOE-0091-01,Dermacentor variabilis,488,79,409,0.8381147540983607,Haemaphysalis longicornis,137,0.22878576433940026,0.22736868610748132,0.8,0.8686868686868687,0.87,0.8041237113402062,0.8478260869565217,Female,Adult,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0091-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0091-01-02.jpg
ZOE-0082-07,Dermacentor variabilis,487,82,405,0.8316221765913757,Ixodes scapularis,147,0.24927191126845405,0.23298768125418254,0.7959183673469388,0.83,0.8673469387755102,0.7857142857142857,0.8817204301075269,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0082-07-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0082-07-02.jpg
37-05,Dermacentor variabilis,490,91,399,0.8142857142857143,Amblyomma americanum,202,0.27572306329413104,0.23313510092220627,0.8,0.8,0.8041237113402062,0.8247422680412371,0.84375,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/37-05-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/37-05-2.jpg
T18803,Ixodes cookei,424,81,343,0.8089622641509434,Haemaphysalis leporispalustris,303,0.2807080788428555,0.2816901767735163,0.78,0.8936170212765957,0.8823529411764706,0.8205128205128205,0.6268656716417911,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T18803-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T18803-02.jpg
514-01,Ixodes scapularis,477,99,378,0.7924528301886793,Amblyomma americanum,273,0.30354129943885694,0.2574509132480176,0.7777777777777778,0.72,0.7684210526315789,0.8350515463917526,0.872093023255814,,Nymph,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/514-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/514-01-02.jpg
T4789,Amblyomma americanum,456,99,357,0.7828947368421053,Haemaphysalis leporispalustris,316,0.3443641424256288,0.33532674050538963,0.8775510204081632,0.8041237113402062,0.7553191489361702,0.7831325301204819,0.6785714285714286,,Larva,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4789-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4789-02.jpg
62-02,Haemaphysalis longicornis,427,93,334,0.7822014051522248,Amblyomma americanum,240,0.3043866522499256,0.2472246725554732,0.7244897959183674,0.6907216494845361,0.7872340425531915,0.8674698795180723,0.9090909090909091,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/62-02-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/62-02-2.jpg
GLN-0087-15,Haemaphysalis longicornis,432,97,335,0.7754629629629629,Ixodes cookei,134,0.20885336675366636,0.21009142607688627,0.8383838383838383,0.8020833333333334,0.7934782608695652,0.7176470588235294,0.6833333333333333,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-15-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-15-02.jpg
52-01,Haemaphysalis longicornis,427,98,329,0.7704918032786885,Amblyomma americanum,216,0.30971242183033354,0.2635747833324084,0.8571428571428571,0.7311827956989247,0.7311827956989247,0.84,0.6764705882352942,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/52-01-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/52-01-2.jpg
553-01,Ixodes scapularis,481,111,370,0.7692307692307693,Ixodes cookei,311,0.3214309855791548,0.28647739451747517,0.7575757575757576,0.7142857142857143,0.67,0.776595744680851,0.9444444444444444,,Larva,"Yes, less than 24 hours",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/553-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/553-01-02.jpg
361-01,Dermacentor variabilis,488,116,372,0.7622950819672131,Haemaphysalis longicornis,115,0.21604027583020455,0.21900262946339005,0.68,0.81,0.8181818181818182,0.7525773195876289,0.75,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/361-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/361-01-02.jpg
405-01,Amblyomma americanum,474,116,358,0.7552742616033755,Ixodes scapularis,121,0.22652353768353983,0.2324255458884638,0.898989898989899,0.8229166666666666,0.7878787878787878,0.6808510638297872,0.5581395348837209,,Nymph,"Yes, less than 24 hours",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/405-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/405-01-02.jpg
ZOE-0020-02,Dermacentor variabilis,485,121,364,0.7505154639175258,Amblyomma americanum,254,0.2735839163784852,0.23174585917618493,0.29292929292929293,0.8383838383838383,0.8247422680412371,0.8979591836734694,0.9130434782608695,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0020-02-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0020-02-2.jpg
ZOE-0025-03,Ixodes scapularis,481,129,352,0.7318087318087318,Amblyomma americanum,160,0.25509977362007663,0.22332188752524043,0.7551020408163265,0.7448979591836735,0.7171717171717171,0.7553191489361702,0.6847826086956522,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0025-03-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0025-03-2.jpg
T313a,Ixodes cookei,436,118,318,0.7293577981651376,Haemaphysalis longicornis,167,0.21405250522317015,0.22089329763548965,0.7959183673469388,0.7777777777777778,0.75,0.7037037037037037,0.5606060606060606,,Nymph,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T313a-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T313a-02.jpg
T14661,Amblyomma americanum,465,130,335,0.7204301075268817,Ixodes dentatus,141,0.2169736301554091,0.2553695718812796,0.8888888888888888,0.8080808080808081,0.8282828282828283,0.5543478260869565,0.4473684210526316,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14661-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14661-02.jpg
T4779,Amblyomma americanum,469,133,336,0.7164179104477612,Haemaphysalis leporispalustris,263,0.31124343534193977,0.31728015322644754,0.8787878787878788,0.77,0.7127659574468085,0.6666666666666666,0.5180722891566265,,Larva,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4779-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4779-02.jpg
570-01,Dermacentor variabilis,489,139,350,0.7157464212678937,Haemaphysalis longicornis,209,0.26887766866746443,0.23963028695053945,0.56,0.7474747474747475,0.8,0.75,0.7272727272727273,Female,Adult,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/570-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/570-01-02.jpg
T4783,Amblyomma americanum,475,136,339,0.7136842105263158,Haemaphysalis leporispalustris,289,0.3347905846826912,0.34368974498557153,0.8686868686868687,0.7653061224489796,0.6938775510204082,0.6703296703296703,0.550561797752809,,Larva,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4783-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4783-02.jpg
320-01,Dermacentor variabilis,487,140,347,0.7125256673511293,Ixodes scapularis,263,0.2969719565398202,0.26593847652143193,0.6,0.72,0.7142857142857143,0.7368421052631579,0.7978723404255319,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/320-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/320-01-02.jpg
OPL-0102-05,Haemaphysalis longicornis,417,120,297,0.7122302158273381,Amblyomma americanum,158,0.2547772598799917,0.21711544640685573,0.696969696969697,0.7444444444444445,0.6923076923076923,0.6875,0.7543859649122807,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/OPL-0102-05-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/OPL-0102-05-02.jpg
310-01,Dermacentor variabilis,484,141,343,0.7086776859504132,Haemaphysalis longicornis,108,0.22184959715811028,0.21513812148620481,0.52,0.74,0.7628865979381443,0.7684210526315789,0.7608695652173914,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/310-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/310-01-02.jpg
ZOE-0070-01,Ixodes scapularis,475,140,335,0.7052631578947368,Amblyomma americanum,125,0.23597016643300023,0.2199069620712487,0.7777777777777778,0.6938775510204082,0.7157894736842105,0.7578947368421053,0.5681818181818182,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0070-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0070-01-02.jpg
T18797,Ixodes cookei,430,128,302,0.7023255813953488,Haemaphysalis leporispalustris,259,0.29190362130172554,0.298693353869491,0.7040816326530612,0.7653061224489796,0.7634408602150538,0.6708860759493671,0.5483870967741935,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T18797-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T18797-02.jpg
234-01,Amblyomma americanum,469,140,329,0.7014925373134329,Haemaphysalis longicornis,211,0.3406398720711038,0.2833502712359695,0.83,0.7684210526315789,0.6494845360824743,0.5543478260869565,0.6941176470588235,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/234-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/234-01-02.jpg
407-01,Dermacentor variabilis,490,148,342,0.6979591836734694,Amblyomma americanum,123,0.24559245527776452,0.22812604447291085,0.71,0.72,0.74,0.7127659574468085,0.6041666666666666,Female,Adult,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/407-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/407-01-02.jpg
56-01,Amblyomma americanum,470,144,326,0.6936170212765957,Haemaphysalis longicornis,178,0.2633294696931403,0.24586012164970714,0.9090909090909091,0.8080808080808081,0.6907216494845361,0.4835164835164835,0.5357142857142857,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/56-01-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/56-01-2.jpg
